Time Period Start Date,Indicator,Group,Subgroup,State,Value,LowCI,HighCI
27-11-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,20.37,15.63,24.17
27-11-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,16.46,11.59,19.95
27-11-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,26.16,24.15,27.32
27-11-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,12.23,11.09,16.9
27-11-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,20.53,16.01,22.08
27-11-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,10.75,9.7,14.67
27-11-2022,Received Counseling or Therapy,By Age,65+,USA,26.33,24.61,28.07
04-12-2022,Took Prescription Medication for Mental Health,By State,All,California,33.33,30.96,35.82
04-12-2022,Received Counseling or Therapy,By State,All,California,10.22,7.15,11.93
04-12-2022,Took Prescription Medication for Mental Health,By State,All,Texas,15.45,10.83,16.73
04-12-2022,Received Counseling or Therapy,By State,All,Texas,22.89,21.31,25.13
04-12-2022,Took Prescription Medication for Mental Health,By State,All,Florida,31.84,29.42,34.45
04-12-2022,Received Counseling or Therapy,By State,All,Florida,32.84,28.48,35.41
04-12-2022,Took Prescription Medication for Mental Health,By State,All,New York,30.9,28.87,33.56
04-12-2022,Received Counseling or Therapy,By State,All,New York,11.29,8.2,14.31
04-12-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,16.64,11.86,18.64
04-12-2022,Received Counseling or Therapy,By State,All,Illinois,18.75,13.85,19.79
04-12-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,18.87,17.11,21.1
04-12-2022,Received Counseling or Therapy,National Estimate,All,USA,34.6,33.41,37.53
04-12-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,32.36,27.71,36.56
04-12-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,25.96,22.74,27.87
04-12-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,37.73,36.14,40.54
04-12-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,20.06,16.64,22.31
04-12-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,30.83,26.79,32.53
04-12-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,39.32,37.55,42.58
04-12-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,27.5,25.71,28.87
04-12-2022,Received Counseling or Therapy,By Age,65+,USA,14.51,10.42,17.1
11-12-2022,Took Prescription Medication for Mental Health,By State,All,California,14.18,10.55,15.89
11-12-2022,Received Counseling or Therapy,By State,All,California,10.96,9.34,14.38
11-12-2022,Took Prescription Medication for Mental Health,By State,All,Texas,20.62,16.56,24.03
11-12-2022,Received Counseling or Therapy,By State,All,Texas,20.47,16.73,24.88
11-12-2022,Took Prescription Medication for Mental Health,By State,All,Florida,35.48,33.5,37.77
11-12-2022,Received Counseling or Therapy,By State,All,Florida,34.82,30.03,39.25
11-12-2022,Took Prescription Medication for Mental Health,By State,All,New York,25.28,23.19,27.87
11-12-2022,Received Counseling or Therapy,By State,All,New York,29,27.54,30.52
11-12-2022,Took Prescription Medication for Mental Health,By State,All,Illinois,19.44,17.31,22.14
11-12-2022,Received Counseling or Therapy,By State,All,Illinois,19.4,16.68,23.54
11-12-2022,Took Prescription Medication for Mental Health,National Estimate,All,USA,29.18,28.08,31.83
11-12-2022,Received Counseling or Therapy,National Estimate,All,USA,29.84,26.16,31.4
11-12-2022,Took Prescription Medication for Mental Health,By Age,18 - 29 years,USA,39.01,36.72,43.71
11-12-2022,Received Counseling or Therapy,By Age,18 - 29 years,USA,12.69,7.75,16.21
11-12-2022,Took Prescription Medication for Mental Health,By Age,30 - 44 years,USA,27.16,22.36,31.86
11-12-2022,Received Counseling or Therapy,By Age,30 - 44 years,USA,17.29,16.17,20.21
11-12-2022,Took Prescription Medication for Mental Health,By Age,45 - 64 years,USA,25.24,20.49,27.86
11-12-2022,Received Counseling or Therapy,By Age,45 - 64 years,USA,29.63,27.18,33.16
11-12-2022,Took Prescription Medication for Mental Health,By Age,65+,USA,21.07,19.13,25.42
11-12-2022,Received Counseling or Therapy,By Age,65+,USA,16.12,13.07,17.41
